date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-04-11,-94.0,-45.0,-90.0,-87.0,-68.0,27.0
2020-04-12,-96.0,-69.0,-91.0,-90.0,-68.0,23.0
2020-04-13,-90.0,-44.0,-83.0,-84.0,-78.0,35.0
2020-04-14,-91.0,-44.0,-84.0,-84.0,-77.0,35.0
2020-04-15,-91.0,-48.0,-85.0,-84.0,-77.0,36.0
2020-04-16,-90.0,-45.0,-84.0,-84.0,-77.0,37.0
2020-04-17,-91.0,-44.0,-85.0,-84.0,-76.0,39.0
2020-04-18,-94.0,-56.0,-90.0,-86.0,-66.0,26.0
2020-04-19,-95.0,-70.0,-91.0,-89.0,-67.0,23.0
2020-04-20,-89.0,-54.0,-81.0,-82.0,-75.0,34.0
2020-04-21,-90.0,-53.0,-83.0,-83.0,-76.0,35.0
2020-04-22,-90.0,-51.0,-82.0,-83.0,-75.0,35.0
2020-04-23,-90.0,-51.0,-82.0,-83.0,-75.0,36.0
2020-04-24,-91.0,-49.0,-83.0,-83.0,-74.0,38.0
2020-04-25,-93.0,-54.0,-88.0,-85.0,-65.0,26.0
2020-04-26,-93.0,-62.0,-76.0,-84.0,-65.0,22.0
2020-04-27,-88.0,-51.0,-70.0,-80.0,-73.0,33.0
2020-04-28,-88.0,-47.0,-71.0,-80.0,-74.0,32.0
2020-04-29,-88.0,-41.0,-71.0,-80.0,-73.0,34.0
2020-04-30,-86.0,-29.0,-70.0,-79.0,-73.0,34.0
2020-05-01,-95.0,-87.0,-77.0,-89.0,-91.0,45.0
2020-05-02,-88.0,-42.0,-45.0,-69.0,-64.0,23.0
2020-05-03,-86.0,,-41.0,-69.0,-57.0,19.0
2020-05-04,-79.0,-33.0,-32.0,-68.0,-69.0,29.0
2020-05-05,-80.0,-32.0,-33.0,-69.0,-69.0,30.0
2020-05-06,-81.0,-33.0,-33.0,-68.0,-69.0,30.0
2020-05-07,-81.0,-34.0,-37.0,-70.0,-69.0,31.0
2020-05-08,-83.0,-34.0,-36.0,-69.0,-68.0,33.0
2020-05-09,-87.0,-39.0,-44.0,-67.0,-54.0,22.0
2020-05-10,-88.0,-54.0,-47.0,-72.0,-56.0,20.0
2020-05-11,-77.0,-28.0,-37.0,-67.0,-65.0,28.0
2020-05-12,-82.0,-34.0,-66.0,-73.0,-66.0,30.0
2020-05-13,-79.0,-24.0,-35.0,-67.0,-65.0,29.0
2020-05-14,-80.0,-26.0,-50.0,-70.0,-67.0,29.0
2020-05-15,-86.0,-51.0,-57.0,-78.0,-80.0,38.0
2020-05-16,-84.0,-32.0,-46.0,-66.0,-51.0,22.0
2020-05-17,-85.0,-47.0,-28.0,-65.0,-51.0,19.0
2020-05-18,-71.0,-24.0,-12.0,-61.0,-62.0,26.0
2020-05-19,-73.0,-25.0,-16.0,-62.0,-63.0,27.0
2020-05-20,-73.0,-24.0,-18.0,-62.0,-63.0,28.0
2020-05-21,-73.0,-22.0,-21.0,-63.0,-63.0,28.0
2020-05-22,-76.0,-26.0,-28.0,-64.0,-61.0,30.0
2020-05-23,-80.0,-30.0,-33.0,-60.0,-42.0,20.0
2020-05-24,-82.0,-40.0,-30.0,-64.0,-44.0,18.0
2020-05-25,-54.0,-18.0,0.0,-53.0,-58.0,21.0
2020-05-26,-57.0,-17.0,8.0,-54.0,-57.0,21.0
2020-05-27,-57.0,-17.0,10.0,-54.0,-56.0,22.0
2020-05-28,-57.0,-14.0,13.0,-54.0,-56.0,23.0
2020-05-29,-59.0,-16.0,5.0,-52.0,-55.0,23.0
2020-05-30,-63.0,-18.0,0.0,-43.0,-23.0,11.0
2020-05-31,-70.0,-31.0,-37.0,-59.0,-24.0,12.0
2020-06-01,-50.0,-13.0,20.0,-48.0,-53.0,20.0
2020-06-02,-52.0,-14.0,18.0,-49.0,-53.0,20.0
2020-06-03,-53.0,-10.0,11.0,-49.0,-53.0,21.0
2020-06-04,-55.0,-10.0,-3.0,-51.0,-54.0,22.0
2020-06-05,-52.0,-12.0,15.0,-48.0,-51.0,20.0
2020-06-06,-57.0,-15.0,12.0,-40.0,-19.0,9.0
2020-06-07,-63.0,-25.0,-15.0,-52.0,-20.0,11.0
2020-06-08,-34.0,-8.0,19.0,-46.0,-50.0,18.0
2020-06-09,-36.0,-10.0,24.0,-46.0,-50.0,18.0
2020-06-10,-36.0,-9.0,25.0,-46.0,-50.0,18.0
2020-06-11,-37.0,-6.0,9.0,-48.0,-50.0,19.0
2020-06-12,-41.0,-10.0,-5.0,-48.0,-48.0,19.0
2020-06-13,-42.0,-12.0,23.0,-36.0,-10.0,7.0
2020-06-14,-42.0,-15.0,25.0,-43.0,-6.0,7.0
2020-06-15,-29.0,-8.0,34.0,-43.0,-47.0,16.0
2020-06-16,-32.0,-8.0,21.0,-43.0,-47.0,17.0
2020-06-17,-31.0,-5.0,34.0,-42.0,-47.0,17.0
2020-06-18,-31.0,-7.0,30.0,-44.0,-47.0,16.0
2020-06-19,-34.0,-9.0,22.0,-43.0,-45.0,16.0
2020-06-20,-39.0,-12.0,25.0,-35.0,-6.0,5.0
2020-06-21,-39.0,-13.0,14.0,-42.0,-2.0,4.0
2020-06-22,-23.0,-8.0,29.0,-40.0,-48.0,13.0
2020-06-23,-28.0,-9.0,23.0,-40.0,-48.0,13.0
2020-06-24,-28.0,-7.0,22.0,-40.0,-44.0,13.0
2020-06-25,-28.0,-7.0,15.0,-41.0,-45.0,12.0
2020-06-26,-37.0,-13.0,3.0,-42.0,-44.0,10.0
2020-06-27,-44.0,-21.0,-2.0,-39.0,-10.0,1.0
2020-06-28,-42.0,-19.0,-6.0,-44.0,12.0,-2.0
2020-06-29,-21.0,-8.0,20.0,-39.0,-42.0,10.0
2020-06-30,-22.0,-9.0,13.0,-39.0,-42.0,11.0
2020-07-01,-22.0,-6.0,15.0,-38.0,-43.0,10.0
2020-07-02,-24.0,-6.0,12.0,-39.0,-43.0,10.0
2020-07-03,-32.0,-13.0,1.0,-39.0,-42.0,8.0
2020-07-04,-41.0,-22.0,-7.0,-38.0,-3.0,0.0
2020-07-05,-39.0,-20.0,-13.0,-42.0,5.0,-3.0
2020-07-06,-21.0,-10.0,11.0,-37.0,-44.0,8.0
2020-07-07,-24.0,-12.0,7.0,-38.0,-44.0,9.0
2020-07-08,-25.0,-10.0,0.0,-38.0,-42.0,10.0
2020-07-09,-26.0,-11.0,-3.0,-39.0,-42.0,10.0
2020-07-10,-36.0,-19.0,-5.0,-41.0,-41.0,7.0
2020-07-11,-45.0,-26.0,-14.0,-40.0,3.0,0.0
2020-07-12,-41.0,-22.0,-17.0,-43.0,13.0,-3.0
2020-07-13,-21.0,-12.0,13.0,-38.0,-42.0,7.0
2020-07-14,-24.0,-13.0,12.0,-39.0,-43.0,8.0
2020-07-15,-24.0,-12.0,11.0,-39.0,-40.0,8.0
2020-07-16,-27.0,-13.0,3.0,-41.0,-42.0,8.0
2020-07-17,-37.0,-20.0,-9.0,-42.0,-41.0,7.0
2020-07-18,-46.0,-28.0,-14.0,-41.0,4.0,-1.0
2020-07-19,-43.0,-25.0,-18.0,-44.0,16.0,-4.0
2020-07-20,-25.0,-14.0,6.0,-40.0,-44.0,7.0
2020-07-21,-28.0,-16.0,5.0,-42.0,-44.0,8.0
2020-07-22,-28.0,-16.0,4.0,-42.0,-41.0,9.0
2020-07-23,-30.0,-17.0,0.0,-43.0,-41.0,9.0
2020-07-24,-41.0,-24.0,-12.0,-44.0,-40.0,7.0
2020-07-25,-48.0,-30.0,-18.0,-43.0,5.0,-1.0
2020-07-26,-45.0,-26.0,-23.0,-46.0,20.0,-4.0
2020-07-27,-27.0,-16.0,-1.0,-43.0,-45.0,7.0
2020-07-28,-30.0,-17.0,-1.0,-44.0,-43.0,8.0
2020-07-29,-28.0,-17.0,-1.0,-44.0,-43.0,9.0
2020-07-30,-30.0,-16.0,-11.0,-45.0,-44.0,8.0
2020-07-31,-40.0,-23.0,-19.0,-46.0,-43.0,7.0
2020-08-01,-49.0,-28.0,-27.0,-45.0,2.0,-2.0
2020-08-02,-45.0,-25.0,-25.0,-48.0,16.0,-3.0
2020-08-03,-28.0,-16.0,2.0,-45.0,-51.0,7.0
2020-08-04,-33.0,-21.0,-1.0,-47.0,-51.0,8.0
2020-08-05,-33.0,-21.0,-7.0,-49.0,-50.0,9.0
2020-08-06,-37.0,-24.0,-11.0,-50.0,-51.0,9.0
2020-08-07,-48.0,-31.0,-27.0,-52.0,-50.0,8.0
2020-08-08,-54.0,-36.0,-29.0,-50.0,0.0,-1.0
2020-08-09,-51.0,-33.0,-33.0,-52.0,17.0,-3.0
2020-08-10,-33.0,-21.0,-11.0,-50.0,-54.0,8.0
2020-08-11,-47.0,-35.0,-53.0,-57.0,-56.0,12.0
2020-08-12,-35.0,-21.0,-2.0,-51.0,-53.0,10.0
2020-08-13,-40.0,-25.0,-9.0,-52.0,-54.0,10.0
2020-08-14,-49.0,-29.0,-23.0,-54.0,-53.0,9.0
2020-08-15,-58.0,-49.0,-23.0,-52.0,-13.0,0.0
2020-08-16,-50.0,-28.0,-21.0,-50.0,16.0,-4.0
2020-08-17,-35.0,-17.0,-3.0,-50.0,-56.0,8.0
2020-08-18,-40.0,-24.0,-6.0,-52.0,-54.0,10.0
2020-08-19,-41.0,-26.0,-8.0,-53.0,-54.0,11.0
2020-08-20,-43.0,-27.0,-10.0,-54.0,-55.0,11.0
2020-08-21,-52.0,-32.0,-22.0,-55.0,-54.0,11.0
2020-08-22,-57.0,-38.0,-26.0,-51.0,-5.0,1.0
2020-08-23,-52.0,-32.0,-27.0,-52.0,14.0,-2.0
2020-08-24,-35.0,-20.0,-3.0,-50.0,-53.0,9.0
2020-08-25,-39.0,-23.0,-6.0,-51.0,-53.0,10.0
2020-08-26,-38.0,-22.0,-9.0,-51.0,-52.0,11.0
2020-08-27,-38.0,-22.0,-11.0,-51.0,-52.0,11.0
2020-08-28,-45.0,-25.0,-17.0,-51.0,-51.0,11.0
2020-08-29,-48.0,-27.0,-18.0,-46.0,-10.0,1.0
2020-08-30,-40.0,-19.0,-11.0,-45.0,2.0,-1.0
2020-08-31,-20.0,-5.0,14.0,-42.0,-51.0,9.0
2020-09-01,-26.0,-8.0,10.0,-40.0,-48.0,10.0
2020-09-02,-24.0,-8.0,14.0,-40.0,-48.0,10.0
2020-09-03,-27.0,-10.0,9.0,-41.0,-48.0,11.0
2020-09-04,-34.0,-16.0,-3.0,-41.0,-46.0,9.0
2020-09-05,-39.0,-19.0,-4.0,-38.0,-14.0,2.0
2020-09-06,-35.0,-14.0,-4.0,-41.0,-6.0,0.0
2020-09-07,-17.0,-2.0,17.0,-36.0,-48.0,9.0
2020-09-08,-21.0,-6.0,14.0,-36.0,-49.0,10.0
2020-09-09,-23.0,-5.0,14.0,-36.0,-46.0,10.0
2020-09-10,-25.0,-7.0,12.0,-37.0,-47.0,10.0
2020-09-11,-31.0,-14.0,4.0,-37.0,-45.0,9.0
2020-09-12,-37.0,-18.0,6.0,-36.0,-15.0,3.0
2020-09-13,-35.0,-15.0,1.0,-40.0,-9.0,1.0
2020-09-14,-21.0,-8.0,14.0,-35.0,-45.0,9.0
2020-09-15,-24.0,-7.0,13.0,-35.0,-44.0,10.0
2020-09-16,-26.0,-8.0,9.0,-36.0,-43.0,10.0
2020-09-17,-30.0,-9.0,-14.0,-38.0,-45.0,11.0
2020-09-18,-38.0,-15.0,-33.0,-40.0,-43.0,12.0
2020-09-19,-39.0,-13.0,-27.0,-40.0,-19.0,6.0
2020-09-20,-36.0,-12.0,-17.0,-42.0,-13.0,5.0
2020-09-21,-26.0,-8.0,2.0,-36.0,-45.0,10.0
2020-09-22,-32.0,-10.0,-5.0,-37.0,-44.0,11.0
2020-09-23,-35.0,-9.0,-15.0,-39.0,-43.0,12.0
2020-09-24,-37.0,-11.0,-26.0,-40.0,-43.0,13.0
2020-09-25,-39.0,-10.0,-25.0,-39.0,-41.0,12.0
2020-09-26,-43.0,-14.0,-18.0,-42.0,-18.0,7.0
2020-09-27,-41.0,-16.0,-15.0,-45.0,-14.0,6.0
2020-09-28,-30.0,-8.0,-9.0,-35.0,-41.0,11.0
2020-09-29,-32.0,-8.0,-8.0,-36.0,-41.0,11.0
2020-09-30,-32.0,-4.0,-8.0,-35.0,-41.0,11.0
2020-10-01,-32.0,-2.0,-14.0,-36.0,-38.0,11.0
2020-10-02,-39.0,-9.0,-44.0,-38.0,-38.0,12.0
2020-10-03,-45.0,-8.0,-30.0,-43.0,-20.0,10.0
2020-10-04,-46.0,-14.0,-36.0,-49.0,-19.0,10.0
2020-10-05,-31.0,-5.0,-10.0,-33.0,-39.0,11.0
2020-10-06,-34.0,-7.0,-8.0,-34.0,-39.0,11.0
2020-10-07,-34.0,-7.0,-7.0,-35.0,-37.0,11.0
2020-10-08,-34.0,-7.0,-10.0,-36.0,-38.0,11.0
2020-10-09,-36.0,-9.0,-8.0,-35.0,-37.0,11.0
2020-10-10,-41.0,-8.0,-4.0,-38.0,-17.0,8.0
2020-10-11,-33.0,-5.0,-2.0,-43.0,-15.0,8.0
2020-10-12,-36.0,-39.0,32.0,-59.0,-82.0,24.0
2020-10-13,-36.0,-2.0,-12.0,-35.0,-37.0,10.0
2020-10-14,-36.0,-3.0,-14.0,-35.0,-36.0,12.0
2020-10-15,-37.0,-6.0,-18.0,-36.0,-36.0,12.0
2020-10-16,-37.0,-5.0,-15.0,-34.0,-34.0,12.0
2020-10-17,-41.0,-8.0,-11.0,-36.0,-18.0,9.0
2020-10-18,-40.0,-12.0,-6.0,-43.0,-17.0,9.0
2020-10-19,-32.0,-7.0,-7.0,-33.0,-35.0,11.0
2020-10-20,-44.0,-19.0,-53.0,-40.0,-36.0,13.0
2020-10-21,-38.0,-7.0,-33.0,-37.0,-34.0,13.0
2020-10-22,-39.0,-8.0,-38.0,-37.0,-34.0,13.0
2020-10-23,-37.0,-4.0,-29.0,-34.0,-32.0,13.0
2020-10-24,-38.0,-7.0,-22.0,-35.0,-16.0,8.0
2020-10-25,-41.0,-11.0,-50.0,-48.0,-16.0,8.0
2020-10-26,-30.0,-6.0,-22.0,-33.0,-33.0,11.0
2020-10-27,-33.0,-6.0,-20.0,-34.0,-33.0,11.0
2020-10-28,-35.0,-6.0,-27.0,-36.0,-32.0,12.0
2020-10-29,-32.0,-3.0,-20.0,-36.0,-32.0,11.0
2020-10-30,-34.0,-2.0,-14.0,-35.0,-32.0,12.0
2020-10-31,-35.0,-2.0,4.0,-32.0,-14.0,7.0
2020-11-01,-27.0,-2.0,14.0,-37.0,-12.0,5.0
2020-11-02,-31.0,-33.0,35.0,-57.0,-80.0,23.0
2020-11-03,-38.0,-5.0,-44.0,-37.0,-33.0,11.0
2020-11-04,-37.0,-5.0,-43.0,-38.0,-32.0,13.0
2020-11-05,-40.0,-11.0,-51.0,-40.0,-32.0,14.0
2020-11-06,-36.0,-4.0,-36.0,-36.0,-30.0,13.0
2020-11-07,-38.0,-4.0,-34.0,-37.0,-17.0,9.0
2020-11-08,-31.0,-6.0,-9.0,-38.0,-14.0,8.0
2020-11-09,-23.0,-14.0,-5.0,-53.0,-64.0,19.0
2020-11-10,-32.0,-4.0,-15.0,-33.0,-31.0,10.0
2020-11-11,-33.0,-5.0,-16.0,-34.0,-30.0,12.0
2020-11-12,-34.0,-6.0,-21.0,-36.0,-30.0,12.0
2020-11-13,-33.0,-5.0,-16.0,-33.0,-29.0,12.0
2020-11-14,-41.0,-12.0,-43.0,-39.0,-17.0,9.0
2020-11-15,-38.0,-10.0,-24.0,-43.0,-15.0,8.0
2020-11-16,-29.0,-8.0,-11.0,-33.0,-30.0,11.0
2020-11-17,-33.0,-8.0,-17.0,-35.0,-30.0,11.0
2020-11-18,-33.0,-7.0,-18.0,-34.0,-29.0,12.0
2020-11-19,-32.0,-6.0,-11.0,-35.0,-29.0,12.0
2020-11-20,-32.0,-4.0,-13.0,-32.0,-28.0,11.0
2020-11-21,-34.0,-8.0,-1.0,-31.0,-14.0,6.0
2020-11-22,-32.0,-8.0,0.0,-37.0,-12.0,7.0
2020-11-23,-28.0,-7.0,-12.0,-34.0,-29.0,10.0
2020-11-24,-30.0,-7.0,-18.0,-34.0,-29.0,11.0
2020-11-25,-31.0,-4.0,-28.0,-35.0,-28.0,12.0
2020-11-26,-34.0,-8.0,-44.0,-38.0,-29.0,13.0
2020-11-27,-32.0,-7.0,-47.0,-35.0,-27.0,12.0
2020-11-28,-30.0,-2.0,-14.0,-27.0,-11.0,6.0
2020-11-29,-29.0,0.0,-16.0,-36.0,-10.0,7.0
2020-11-30,-23.0,-1.0,-13.0,-31.0,-28.0,10.0
2020-12-01,-28.0,-2.0,-12.0,-31.0,-27.0,10.0
2020-12-02,-28.0,-1.0,-22.0,-32.0,-27.0,11.0
2020-12-03,-29.0,0.0,-24.0,-33.0,-27.0,11.0
2020-12-04,-31.0,0.0,-33.0,-33.0,-27.0,11.0
2020-12-05,-33.0,-1.0,-24.0,-31.0,-12.0,7.0
2020-12-06,-22.0,5.0,-14.0,-33.0,-10.0,6.0
2020-12-07,-14.0,-13.0,-9.0,-53.0,-78.0,21.0
2020-12-08,-31.0,-33.0,-3.0,-57.0,-80.0,24.0
2020-12-09,-28.0,8.0,-24.0,-33.0,-28.0,10.0
2020-12-10,-29.0,2.0,-30.0,-34.0,-28.0,12.0
2020-12-11,-30.0,-2.0,-31.0,-32.0,-26.0,11.0
2020-12-12,-31.0,-3.0,-8.0,-26.0,-8.0,6.0
2020-12-13,-28.0,0.0,-7.0,-34.0,-7.0,7.0
2020-12-14,-24.0,-3.0,-26.0,-31.0,-28.0,10.0
2020-12-15,-25.0,-2.0,-20.0,-31.0,-28.0,10.0
2020-12-16,-27.0,-2.0,-29.0,-32.0,-27.0,11.0
2020-12-17,-25.0,2.0,-19.0,-31.0,-27.0,10.0
2020-12-18,-28.0,-1.0,-24.0,-29.0,-26.0,10.0
2020-12-19,-34.0,-5.0,-47.0,-31.0,-11.0,8.0
2020-12-20,-23.0,8.0,-7.0,-29.0,-4.0,6.0
2020-12-21,-10.0,13.0,-17.0,-29.0,-31.0,9.0
2020-12-22,-10.0,16.0,-13.0,-30.0,-34.0,9.0
2020-12-23,-9.0,35.0,-19.0,-34.0,-45.0,11.0
2020-12-24,-35.0,8.0,-37.0,-54.0,-66.0,18.0
2020-12-25,-77.0,-83.0,-29.0,-72.0,-86.0,26.0
2020-12-26,-37.0,-15.0,-15.0,-37.0,-18.0,8.0
2020-12-27,-33.0,-12.0,-25.0,-41.0,-6.0,7.0
2020-12-28,-11.0,7.0,-15.0,-40.0,-51.0,14.0
2020-12-29,-14.0,11.0,-16.0,-41.0,-51.0,14.0
2020-12-30,-10.0,33.0,-11.0,-39.0,-50.0,13.0
2020-12-31,-35.0,9.0,-35.0,-56.0,-66.0,18.0
