date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-03-15,-16.0,9.0,-14.0,-12.0,0.0,5.0
2020-03-16,-15.0,12.0,-16.0,-14.0,-3.0,7.0
2020-03-17,-19.0,20.0,-12.0,-16.0,-11.0,11.0
2020-03-18,-24.0,27.0,-15.0,-26.0,-22.0,12.0
2020-03-19,-22.0,29.0,-9.0,-26.0,-27.0,10.0
2020-03-20,-90.0,-76.0,-83.0,-81.0,-80.0,47.0
2020-03-21,-87.0,-58.0,-81.0,-80.0,-73.0,36.0
2020-03-22,-88.0,-67.0,-83.0,-78.0,-59.0,27.0
2020-03-23,-89.0,-68.0,-81.0,-86.0,-87.0,45.0
2020-03-24,-75.0,-43.0,-65.0,-67.0,-69.0,36.0
2020-03-25,-84.0,-63.0,-77.0,-80.0,-79.0,42.0
2020-03-26,-83.0,-59.0,-75.0,-81.0,-80.0,42.0
2020-03-27,-84.0,-58.0,-76.0,-81.0,-78.0,46.0
2020-03-28,-85.0,-62.0,-77.0,-81.0,-71.0,36.0
2020-03-29,-87.0,-69.0,-82.0,-82.0,-61.0,28.0
2020-03-30,-81.0,-56.0,-73.0,-80.0,-78.0,41.0
2020-03-31,-79.0,-51.0,-71.0,-78.0,-77.0,41.0
2020-04-01,-79.0,-51.0,-72.0,-79.0,-78.0,41.0
2020-04-02,-78.0,-48.0,-69.0,-79.0,-78.0,40.0
2020-04-03,-80.0,-49.0,-70.0,-79.0,-76.0,44.0
2020-04-04,-83.0,-55.0,-73.0,-79.0,-69.0,35.0
2020-04-05,-85.0,-64.0,-79.0,-81.0,-59.0,27.0
2020-04-06,-78.0,-50.0,-69.0,-78.0,-77.0,40.0
2020-04-07,-77.0,-44.0,-66.0,-76.0,-76.0,40.0
2020-04-08,-77.0,-41.0,-66.0,-77.0,-78.0,39.0
2020-04-09,-87.0,-62.0,-76.0,-86.0,-87.0,45.0
2020-04-10,-92.0,-78.0,-84.0,-90.0,-89.0,52.0
2020-04-11,-85.0,-61.0,-75.0,-81.0,-72.0,36.0
2020-04-12,-86.0,-66.0,-80.0,-81.0,-58.0,27.0
2020-04-13,-78.0,-55.0,-69.0,-79.0,-75.0,40.0
2020-04-14,-79.0,-55.0,-71.0,-79.0,-75.0,41.0
2020-04-15,-77.0,-48.0,-66.0,-77.0,-75.0,40.0
2020-04-16,-79.0,-55.0,-70.0,-80.0,-76.0,40.0
2020-04-17,-77.0,-46.0,-66.0,-76.0,-73.0,43.0
2020-04-18,-83.0,-61.0,-72.0,-78.0,-65.0,34.0
2020-04-19,-83.0,-63.0,-76.0,-78.0,-54.0,26.0
2020-04-20,-79.0,-58.0,-69.0,-78.0,-73.0,39.0
2020-04-21,-76.0,-50.0,-66.0,-74.0,-71.0,39.0
2020-04-22,-79.0,-58.0,-70.0,-77.0,-74.0,40.0
2020-04-23,-76.0,-51.0,-65.0,-75.0,-73.0,38.0
2020-04-24,-79.0,-54.0,-68.0,-75.0,-71.0,42.0
2020-04-25,-78.0,-53.0,-67.0,-73.0,-60.0,32.0
2020-04-26,-82.0,-63.0,-75.0,-75.0,-52.0,25.0
2020-04-27,-72.0,-49.0,-61.0,-73.0,-67.0,36.0
2020-04-28,-74.0,-50.0,-63.0,-72.0,-67.0,32.0
2020-04-29,-72.0,-47.0,-60.0,-72.0,-68.0,36.0
2020-04-30,-72.0,-46.0,-59.0,-73.0,-68.0,35.0
2020-05-01,-80.0,-51.0,-67.0,-78.0,-80.0,45.0
2020-05-02,-76.0,-50.0,-63.0,-71.0,-56.0,31.0
2020-05-03,-78.0,-56.0,-71.0,-72.0,-47.0,24.0
2020-05-04,-70.0,-46.0,-58.0,-71.0,-64.0,35.0
2020-05-05,-65.0,-36.0,-53.0,-66.0,-62.0,35.0
2020-05-06,-70.0,-43.0,-57.0,-69.0,-65.0,35.0
2020-05-07,-66.0,-37.0,-52.0,-67.0,-64.0,34.0
2020-05-08,-70.0,-40.0,-56.0,-67.0,-61.0,37.0
2020-05-09,-68.0,-35.0,-51.0,-61.0,-47.0,27.0
2020-05-10,-72.0,-47.0,-61.0,-62.0,-38.0,21.0
2020-05-11,-63.0,-34.0,-49.0,-64.0,-59.0,32.0
2020-05-12,-64.0,-35.0,-52.0,-62.0,-57.0,33.0
2020-05-13,-64.0,-34.0,-50.0,-64.0,-59.0,33.0
2020-05-14,-65.0,-36.0,-50.0,-65.0,-60.0,30.0
2020-05-15,-65.0,-32.0,-49.0,-62.0,-57.0,35.0
2020-05-16,-65.0,-32.0,-48.0,-58.0,-42.0,26.0
2020-05-17,-73.0,-45.0,-63.0,-63.0,-38.0,22.0
2020-05-18,-60.0,-30.0,-46.0,-61.0,-55.0,31.0
2020-05-19,-63.0,-34.0,-52.0,-61.0,-55.0,33.0
2020-05-20,-61.0,-30.0,-46.0,-60.0,-57.0,31.0
2020-05-21,-61.0,-31.0,-45.0,-61.0,-57.0,32.0
2020-05-22,-63.0,-30.0,-46.0,-59.0,-52.0,33.0
2020-05-23,-63.0,-30.0,-45.0,-55.0,-35.0,24.0
2020-05-24,-71.0,-43.0,-59.0,-60.0,-33.0,21.0
2020-05-25,-73.0,-44.0,-55.0,-73.0,-78.0,39.0
2020-05-26,-59.0,-30.0,-46.0,-55.0,-50.0,29.0
2020-05-27,-59.0,-29.0,-44.0,-58.0,-53.0,30.0
2020-05-28,-60.0,-31.0,-46.0,-59.0,-54.0,30.0
2020-05-29,-60.0,-26.0,-44.0,-56.0,-50.0,32.0
2020-05-30,-62.0,-29.0,-47.0,-52.0,-29.0,23.0
2020-05-31,-65.0,-32.0,-54.0,-54.0,-22.0,19.0
2020-06-01,-56.0,-26.0,-44.0,-57.0,-51.0,29.0
2020-06-02,-56.0,-23.0,-42.0,-54.0,-49.0,30.0
2020-06-03,-59.0,-29.0,-46.0,-57.0,-52.0,30.0
2020-06-04,-56.0,-25.0,-40.0,-56.0,-52.0,29.0
2020-06-05,-58.0,-24.0,-42.0,-55.0,-48.0,31.0
2020-06-06,-59.0,-26.0,-43.0,-50.0,-28.0,23.0
2020-06-07,-64.0,-33.0,-49.0,-54.0,-22.0,19.0
2020-06-08,-54.0,-26.0,-40.0,-56.0,-48.0,28.0
2020-06-09,-54.0,-24.0,-39.0,-53.0,-46.0,29.0
2020-06-10,-57.0,-30.0,-44.0,-58.0,-50.0,29.0
2020-06-11,-56.0,-29.0,-44.0,-59.0,-50.0,28.0
2020-06-12,-58.0,-27.0,-45.0,-55.0,-46.0,30.0
2020-06-13,-53.0,-18.0,-36.0,-47.0,-21.0,21.0
2020-06-14,-62.0,-33.0,-51.0,-53.0,-15.0,18.0
2020-06-15,-63.0,-31.0,-43.0,-69.0,-72.0,35.0
2020-06-16,-54.0,-29.0,-39.0,-52.0,-44.0,27.0
2020-06-17,-54.0,-29.0,-42.0,-54.0,-48.0,27.0
2020-06-18,-53.0,-29.0,-42.0,-56.0,-49.0,27.0
2020-06-19,-50.0,-20.0,-33.0,-50.0,-43.0,26.0
2020-06-20,-52.0,-22.0,-36.0,-45.0,-18.0,19.0
2020-06-21,-56.0,-28.0,-38.0,-45.0,-3.0,15.0
2020-06-22,-67.0,-43.0,-52.0,-70.0,-74.0,35.0
2020-06-23,-50.0,-24.0,-36.0,-50.0,-44.0,26.0
2020-06-24,-51.0,-25.0,-35.0,-52.0,-46.0,26.0
2020-06-25,-50.0,-25.0,-35.0,-53.0,-47.0,26.0
2020-06-26,-51.0,-21.0,-32.0,-49.0,-43.0,27.0
2020-06-27,-49.0,-19.0,-29.0,-42.0,-18.0,18.0
2020-06-28,-59.0,-34.0,-49.0,-49.0,-9.0,17.0
2020-06-29,-62.0,-33.0,-41.0,-67.0,-71.0,34.0
2020-06-30,-45.0,-17.0,-31.0,-48.0,-41.0,24.0
2020-07-01,-47.0,-20.0,-34.0,-50.0,-46.0,24.0
2020-07-02,-45.0,-16.0,-31.0,-50.0,-46.0,24.0
2020-07-03,-47.0,-17.0,-29.0,-47.0,-42.0,26.0
2020-07-04,-49.0,-20.0,-35.0,-42.0,-18.0,18.0
2020-07-05,-53.0,-24.0,-37.0,-45.0,-8.0,16.0
2020-07-06,-48.0,-26.0,-38.0,-52.0,-46.0,25.0
2020-07-07,-44.0,-16.0,-29.0,-46.0,-44.0,25.0
2020-07-08,-49.0,-23.0,-33.0,-52.0,-46.0,25.0
2020-07-09,-48.0,-23.0,-34.0,-53.0,-47.0,25.0
2020-07-10,-50.0,-22.0,-32.0,-49.0,-43.0,27.0
2020-07-11,-50.0,-23.0,-34.0,-43.0,-17.0,18.0
2020-07-12,-54.0,-28.0,-40.0,-44.0,-4.0,15.0
2020-07-13,-57.0,-33.0,-47.0,-61.0,-52.0,29.0
2020-07-14,-54.0,-27.0,-44.0,-58.0,-50.0,29.0
2020-07-15,-57.0,-30.0,-48.0,-61.0,-52.0,29.0
2020-07-16,-53.0,-24.0,-41.0,-60.0,-52.0,28.0
2020-07-17,-56.0,-23.0,-42.0,-57.0,-49.0,30.0
2020-07-18,-55.0,-24.0,-40.0,-53.0,-25.0,22.0
2020-07-19,-61.0,-35.0,-51.0,-57.0,-17.0,19.0
2020-07-20,-67.0,-42.0,-53.0,-74.0,-75.0,37.0
2020-07-21,-56.0,-30.0,-48.0,-58.0,-49.0,28.0
2020-07-22,-53.0,-23.0,-41.0,-56.0,-51.0,27.0
2020-07-23,-61.0,-34.0,-52.0,-66.0,-56.0,30.0
2020-07-24,-62.0,-32.0,-50.0,-62.0,-52.0,33.0
2020-07-25,-65.0,-37.0,-55.0,-60.0,-33.0,25.0
2020-07-26,-65.0,-38.0,-53.0,-60.0,-21.0,20.0
2020-07-27,-53.0,-29.0,-42.0,-59.0,-51.0,28.0
2020-07-28,-52.0,-25.0,-41.0,-56.0,-49.0,29.0
2020-07-29,-54.0,-27.0,-42.0,-59.0,-52.0,28.0
2020-07-30,-50.0,-21.0,-39.0,-57.0,-52.0,27.0
2020-07-31,-59.0,-28.0,-44.0,-60.0,-52.0,32.0
2020-08-01,-60.0,-30.0,-43.0,-56.0,-31.0,23.0
2020-08-02,-62.0,-33.0,-49.0,-57.0,-22.0,19.0
2020-08-03,-55.0,-30.0,-43.0,-61.0,-53.0,29.0
2020-08-04,-53.0,-25.0,-42.0,-58.0,-52.0,30.0
2020-08-05,-56.0,-29.0,-44.0,-61.0,-54.0,29.0
2020-08-06,-53.0,-25.0,-39.0,-59.0,-54.0,27.0
2020-08-07,-67.0,-37.0,-49.0,-68.0,-70.0,39.0
2020-08-08,-55.0,-28.0,-39.0,-53.0,-30.0,22.0
2020-08-09,-62.0,-38.0,-47.0,-56.0,-19.0,18.0
2020-08-10,-52.0,-30.0,-40.0,-58.0,-50.0,27.0
2020-08-11,-50.0,-24.0,-38.0,-55.0,-49.0,27.0
2020-08-12,-54.0,-30.0,-42.0,-58.0,-51.0,27.0
2020-08-13,-52.0,-27.0,-39.0,-58.0,-51.0,27.0
2020-08-14,-54.0,-25.0,-39.0,-54.0,-47.0,29.0
2020-08-15,-46.0,-16.0,-28.0,-44.0,-18.0,17.0
2020-08-16,-57.0,-29.0,-43.0,-50.0,-14.0,16.0
2020-08-17,-68.0,-42.0,-57.0,-73.0,-75.0,35.0
2020-08-18,-53.0,-25.0,-43.0,-52.0,-46.0,26.0
2020-08-19,-54.0,-26.0,-42.0,-56.0,-50.0,26.0
2020-08-20,-53.0,-25.0,-40.0,-57.0,-50.0,26.0
2020-08-21,-55.0,-25.0,-39.0,-54.0,-46.0,28.0
2020-08-22,-54.0,-23.0,-37.0,-48.0,-21.0,19.0
2020-08-23,-62.0,-36.0,-50.0,-54.0,-15.0,17.0
2020-08-24,-53.0,-28.0,-40.0,-55.0,-47.0,26.0
2020-08-25,-50.0,-22.0,-37.0,-53.0,-45.0,26.0
2020-08-26,-53.0,-25.0,-39.0,-56.0,-47.0,25.0
2020-08-27,-48.0,-22.0,-34.0,-54.0,-46.0,24.0
2020-08-28,-49.0,-18.0,-30.0,-50.0,-41.0,25.0
2020-08-29,-47.0,-17.0,-28.0,-43.0,-15.0,16.0
2020-08-30,-49.0,-22.0,-32.0,-43.0,-5.0,13.0
2020-08-31,-49.0,-22.0,-36.0,-53.0,-45.0,23.0
2020-09-01,-48.0,-16.0,-32.0,-47.0,-44.0,23.0
2020-09-02,-48.0,-21.0,-39.0,-50.0,-46.0,23.0
2020-09-03,-41.0,-15.0,-27.0,-50.0,-45.0,21.0
2020-09-04,-44.0,-15.0,-27.0,-43.0,-41.0,22.0
2020-09-05,-40.0,-13.0,-18.0,-36.0,-15.0,12.0
2020-09-06,-46.0,-23.0,-29.0,-37.0,-6.0,10.0
2020-09-07,-48.0,-22.0,-35.0,-50.0,-46.0,22.0
2020-09-08,-46.0,-17.0,-32.0,-45.0,-44.0,22.0
2020-09-09,-45.0,-21.0,-30.0,-46.0,-44.0,21.0
2020-09-10,-44.0,-21.0,-28.0,-48.0,-45.0,22.0
2020-09-11,-48.0,-21.0,-33.0,-47.0,-41.0,24.0
2020-09-12,-42.0,-16.0,-24.0,-39.0,-14.0,13.0
2020-09-13,-46.0,-24.0,-27.0,-37.0,-5.0,10.0
2020-09-14,-48.0,-24.0,-35.0,-50.0,-42.0,22.0
2020-09-15,-44.0,-14.0,-31.0,-45.0,-39.0,22.0
2020-09-16,-45.0,-22.0,-35.0,-45.0,-42.0,21.0
2020-09-17,-41.0,-17.0,-31.0,-45.0,-42.0,20.0
2020-09-18,-42.0,-14.0,-29.0,-40.0,-37.0,21.0
2020-09-19,-40.0,-16.0,-29.0,-31.0,-14.0,12.0
2020-09-20,-41.0,-17.0,-24.0,-29.0,-1.0,7.0
2020-09-21,-50.0,-22.0,-35.0,-48.0,-44.0,23.0
2020-09-22,-43.0,-10.0,-32.0,-39.0,-38.0,21.0
2020-09-23,-48.0,-17.0,-38.0,-40.0,-41.0,21.0
2020-09-24,-44.0,-13.0,-33.0,-43.0,-41.0,21.0
2020-09-25,-44.0,-9.0,-30.0,-35.0,-36.0,21.0
2020-09-26,-40.0,-7.0,-25.0,-25.0,-10.0,11.0
2020-09-27,-47.0,-18.0,-34.0,-24.0,-4.0,8.0
2020-09-28,-45.0,-12.0,-35.0,-40.0,-38.0,20.0
2020-09-29,-43.0,-6.0,-34.0,-37.0,-36.0,20.0
2020-09-30,-43.0,-5.0,-33.0,-40.0,-39.0,19.0
2020-10-01,-39.0,-1.0,-28.0,-40.0,-38.0,18.0
2020-10-02,-40.0,-2.0,-26.0,-27.0,-33.0,19.0
2020-10-03,-35.0,0.0,-19.0,-15.0,-8.0,8.0
2020-10-04,-41.0,-12.0,-26.0,-13.0,-2.0,6.0
2020-10-05,-40.0,-9.0,-32.0,-32.0,-37.0,17.0
2020-10-06,-40.0,-6.0,-31.0,-27.0,-35.0,18.0
2020-10-07,-43.0,-11.0,-32.0,-31.0,-38.0,17.0
2020-10-08,-41.0,-9.0,-32.0,-32.0,-39.0,17.0
2020-10-09,-44.0,-9.0,-33.0,-26.0,-35.0,17.0
2020-10-10,-42.0,-12.0,-30.0,-19.0,-10.0,8.0
2020-10-11,-47.0,-25.0,-30.0,-17.0,-3.0,6.0
2020-10-12,-56.0,-27.0,-35.0,-53.0,-71.0,21.0
2020-10-13,-44.0,-12.0,-38.0,-25.0,-34.0,18.0
2020-10-14,-45.0,-13.0,-35.0,-29.0,-37.0,19.0
2020-10-15,-40.0,-7.0,-31.0,-30.0,-37.0,19.0
2020-10-16,-40.0,-5.0,-30.0,-23.0,-33.0,19.0
2020-10-17,-35.0,-2.0,-23.0,-10.0,-6.0,10.0
2020-10-18,-39.0,-12.0,-24.0,-5.0,1.0,7.0
2020-10-19,-43.0,-12.0,-35.0,-29.0,-36.0,19.0
2020-10-20,-42.0,-10.0,-35.0,-25.0,-33.0,20.0
2020-10-21,-45.0,-12.0,-32.0,-34.0,-38.0,21.0
2020-10-22,-41.0,-9.0,-29.0,-31.0,-37.0,19.0
2020-10-23,-40.0,-5.0,-24.0,-24.0,-31.0,19.0
2020-10-24,-35.0,-3.0,-20.0,-11.0,-5.0,10.0
2020-10-25,-40.0,-14.0,-25.0,-6.0,1.0,7.0
2020-10-26,-42.0,-10.0,-32.0,-28.0,-34.0,18.0
2020-10-27,-42.0,-9.0,-36.0,-25.0,-32.0,19.0
2020-10-28,-43.0,-10.0,-36.0,-28.0,-35.0,19.0
2020-10-29,-37.0,-3.0,-30.0,-29.0,-35.0,17.0
2020-10-30,-37.0,2.0,-29.0,-21.0,-30.0,17.0
2020-10-31,-33.0,7.0,-22.0,-9.0,-3.0,7.0
2020-11-01,-42.0,-16.0,-37.0,-12.0,-1.0,6.0
2020-11-02,-46.0,-12.0,-26.0,-47.0,-69.0,22.0
2020-11-03,-38.0,-2.0,-34.0,-21.0,-31.0,17.0
2020-11-04,-41.0,-10.0,-36.0,-26.0,-34.0,18.0
2020-11-05,-37.0,-7.0,-33.0,-27.0,-35.0,18.0
2020-11-06,-38.0,-5.0,-28.0,-22.0,-30.0,18.0
2020-11-07,-31.0,-4.0,-22.0,-6.0,-3.0,9.0
2020-11-08,-37.0,-15.0,-31.0,-6.0,2.0,8.0
2020-11-09,-39.0,-11.0,-36.0,-25.0,-33.0,18.0
2020-11-10,-42.0,-18.0,-44.0,-24.0,-31.0,19.0
2020-11-11,-42.0,-14.0,-40.0,-25.0,-34.0,18.0
2020-11-12,-39.0,-11.0,-37.0,-28.0,-35.0,18.0
2020-11-13,-40.0,-8.0,-36.0,-21.0,-30.0,18.0
2020-11-14,-33.0,-5.0,-30.0,-6.0,-5.0,7.0
2020-11-15,-41.0,-23.0,-43.0,-8.0,0.0,7.0
2020-11-16,-47.0,-20.0,-44.0,-49.0,-69.0,22.0
2020-11-17,-38.0,-7.0,-38.0,-19.0,-29.0,17.0
2020-11-18,-40.0,-8.0,-34.0,-23.0,-33.0,17.0
2020-11-19,-38.0,-9.0,-35.0,-26.0,-34.0,17.0
2020-11-20,-33.0,1.0,-25.0,-16.0,-27.0,16.0
2020-11-21,-24.0,4.0,-17.0,-1.0,1.0,7.0
2020-11-22,-30.0,-8.0,-22.0,3.0,8.0,6.0
2020-11-23,-36.0,-8.0,-34.0,-22.0,-31.0,16.0
2020-11-24,-37.0,-8.0,-35.0,-17.0,-28.0,17.0
2020-11-25,-36.0,-4.0,-31.0,-20.0,-31.0,17.0
2020-11-26,-31.0,0.0,-26.0,-21.0,-32.0,15.0
2020-11-27,-33.0,-2.0,-34.0,-14.0,-27.0,15.0
2020-11-28,-26.0,2.0,-24.0,3.0,0.0,7.0
2020-11-29,-21.0,6.0,-14.0,14.0,13.0,4.0
2020-11-30,-28.0,4.0,-27.0,-16.0,-29.0,14.0
2020-12-01,-26.0,9.0,-27.0,-11.0,-26.0,15.0
2020-12-02,-27.0,8.0,-22.0,-14.0,-29.0,14.0
2020-12-03,-26.0,7.0,-22.0,-18.0,-30.0,13.0
2020-12-04,-26.0,9.0,-17.0,-8.0,-24.0,13.0
2020-12-05,-21.0,10.0,-13.0,7.0,4.0,4.0
2020-12-06,-23.0,2.0,-18.0,12.0,17.0,3.0
2020-12-07,-23.0,13.0,-9.0,-10.0,-28.0,10.0
2020-12-08,-41.0,-12.0,-31.0,-43.0,-64.0,22.0
2020-12-09,-33.0,-1.0,-27.0,-18.0,-28.0,13.0
2020-12-10,-29.0,2.0,-24.0,-20.0,-30.0,13.0
2020-12-11,-31.0,3.0,-23.0,-14.0,-24.0,14.0
2020-12-12,-24.0,5.0,-14.0,-1.0,5.0,5.0
2020-12-13,-23.0,1.0,-13.0,12.0,18.0,4.0
2020-12-14,-29.0,0.0,-26.0,-17.0,-27.0,13.0
2020-12-15,-25.0,9.0,-25.0,-11.0,-25.0,13.0
2020-12-16,-27.0,8.0,-21.0,-13.0,-27.0,12.0
2020-12-17,-22.0,12.0,-17.0,-17.0,-28.0,11.0
2020-12-18,-24.0,14.0,-17.0,-9.0,-23.0,12.0
2020-12-19,-20.0,13.0,-14.0,9.0,7.0,3.0
2020-12-20,-12.0,18.0,-6.0,31.0,25.0,1.0
2020-12-21,-26.0,7.0,-18.0,-11.0,-27.0,11.0
2020-12-22,-20.0,22.0,-16.0,-4.0,-25.0,11.0
2020-12-23,-20.0,25.0,-13.0,-5.0,-28.0,8.0
2020-12-24,-23.0,33.0,-8.0,-14.0,-40.0,9.0
2020-12-25,-73.0,-53.0,-55.0,-63.0,-78.0,26.0
2020-12-26,-44.0,-16.0,-33.0,-27.0,-19.0,11.0
2020-12-27,-43.0,-19.0,-32.0,-10.0,11.0,6.0
2020-12-28,-33.0,-3.0,-27.0,-23.0,-34.0,14.0
2020-12-29,-30.0,6.0,-27.0,-19.0,-33.0,13.0
2020-12-30,-33.0,8.0,-27.0,-21.0,-37.0,11.0
2020-12-31,-43.0,6.0,-31.0,-34.0,-53.0,12.0
