date,total_cases,new_cases,total_deaths,new_deaths
2020-07-17,15707.0,241,731.0,9
2020-07-18,16038.0,331,740.0,9
2020-07-19,16351.0,313,748.0,8
2020-07-20,16712.0,361,749.0,1
2020-07-21,17153.0,441,758.0,9
2020-07-22,17529.0,376,766.0,8
2020-07-23,17945.0,416,767.0,1
2020-07-24,18230.0,285,768.0,1
2020-07-25,18623.0,393,769.0,1
2020-07-26,19001.0,378,779.0,10
2020-07-27,19473.0,472,782.0,3
2020-07-28,19885.0,412,795.0,13
2020-07-29,20470.0,585,820.0,25
2020-07-30,20769.0,299,821.0,1
2020-07-31,21201.0,432,836.0,15
2020-08-01,21575.0,374,852.0,16
2020-08-02,21954.0,379,852.0,0
2020-08-03,22443.0,489,867.0,15
2020-08-04,22909.0,466,880.0,13
2020-08-05,23266.0,357,895.0,15
2020-08-06,23863.0,597,908.0,13
2020-08-07,24521.0,658,922.0,14
2020-08-08,25242.0,721,934.0,12
2020-08-09,25714.0,472,939.0,5
2020-08-10,26193.0,479,940.0,1
2020-08-11,26664.0,471,953.0,13
2020-08-12,27242.0,578,968.0,15
2020-08-13,27863.0,621,981.0,13
2020-08-14,28438.0,575,985.0,4
2020-08-15,29036.0,598,991.0,6
2020-08-16,29554.0,518,995.0,4
2020-08-17,30092.0,538,1011.0,16
2020-08-18,30597.0,505,1028.0,17
2020-08-19,31162.0,565,1046.0,18
2020-08-20,31757.0,595,1061.0,15
2020-08-21,32398.0,641,1076.0,15
2020-08-22,32999.0,601,1091.0,15
2020-08-23,33636.0,637,1107.0,16
2020-08-24,34295.0,659,1112.0,5
2020-08-25,34931.0,636,1129.0,17
2020-08-26,35642.0,711,1144.0,15
2020-08-27,36462.0,820,1147.0,3
2020-08-28,37278.0,816,1154.0,7
2020-08-29,38166.0,888,1172.0,18
2020-08-30,39280.0,1114,1186.0,14
2020-08-31,40309.0,1029,1202.0,16
2020-09-01,41250.0,941,1219.0,17
2020-09-02,42303.0,1053,1237.0,18
2020-09-03,43709.0,1406,1253.0,16
2020-09-04,44604.0,895,1260.0,7
2020-09-05,45446.0,842,1277.0,17
2020-09-06,46691.0,1245,1289.0,12
2020-09-07,47796.0,1105,1318.0,29
2020-09-08,48811.0,1015,1330.0,12
2020-09-09,49837.0,1026,1347.0,17
2020-09-10,51287.0,1450,1365.0,18
2020-09-11,52321.0,1034,1382.0,17
2020-09-12,53761.0,1440,1404.0,22
2020-09-13,54864.0,1103,1410.0,6
2020-09-14,55926.0,1062,1440.0,30
2020-09-15,56953.0,1027,1468.0,28
2020-09-16,58458.0,1505,1498.0,30
2020-09-17,59472.0,1014,1513.0,15
2020-09-18,60875.0,1403,1535.0,22
2020-09-19,61807.0,932,1546.0,11
2020-09-20,62886.0,1079,1561.0,15
2020-09-21,64196.0,1310,1592.0,31
2020-09-22,65318.0,1122,1624.0,32
2020-09-23,66505.0,1187,1650.0,26
2020-09-24,67638.0,1133,1664.0,14
2020-09-25,68927.0,1289,1677.0,13
2020-09-26,70184.0,1257,1679.0,2
2020-09-27,71370.0,1186,1692.0,13
2020-09-28,72177.0,807,1704.0,12
2020-09-29,73309.0,1132,1718.0,14
2020-09-30,74368.0,1059,1731.0,13
2020-10-01,75521.0,1153,1737.0,6
2020-10-02,76619.0,1098,1740.0,3
2020-10-03,77784.0,1165,1743.0,3
2020-10-04,79214.0,1430,1761.0,18
2020-10-05,80036.0,822,1772.0,11
2020-10-06,81043.0,1007,1806.0,34
2020-10-07,82383.0,1340,1819.0,13
2020-10-08,83392.0,1009,1838.0,19
2020-10-09,84364.0,972,1860.0,22
2020-10-10,85617.0,1253,1877.0,17
2020-10-11,87006.0,1389,1901.0,24
2020-10-12,88174.0,1168,1922.0,21
2020-10-13,89228.0,1054,1944.0,22
2020-10-14,90266.0,1038,1961.0,17
2020-10-15,91337.0,1071,1984.0,23
2020-10-16,92382.0,1045,2008.0,24
2020-10-17,93356.0,974,2032.0,24
2020-10-18,94327.0,971,2051.0,19
2020-10-19,95253.0,926,2064.0,13
2020-10-20,96217.0,964,2086.0,22
2020-10-21,97217.0,1000,2105.0,19
2020-10-22,98206.0,989,2120.0,15
2020-10-23,99158.0,952,2138.0,18
2020-10-24,100220.0,1062,2153.0,15
2020-10-25,100991.0,771,2164.0,11
2020-10-26,101897.0,906,2185.0,21
2020-10-27,102678.0,781,2195.0,10
2020-10-28,103522.0,844,2211.0,16
2020-10-29,104235.0,713,2225.0,14
2020-10-30,104847.0,612,2239.0,14
2020-10-31,105597.0,750,2255.0,16
2020-11-01,106205.0,608,2273.0,18
2020-11-02,107229.0,1024,2291.0,18
2020-11-03,107846.0,617,2300.0,9
2020-11-04,108620.0,774,2315.0,15
2020-11-05,109411.0,791,2331.0,16
2020-11-06,110083.0,672,2348.0,17
2020-11-07,111201.0,1118,2359.0,11
2020-11-08,112027.0,826,2366.0,7
2020-11-09,112743.0,716,2377.0,11
2020-11-10,113756.0,1013,2391.0,14
2020-11-11,114343.0,587,2403.0,12
2020-11-12,115174.0,831,2414.0,11
2020-11-13,116207.0,1033,2428.0,14
2020-11-14,117462.0,1255,2441.0,13
2020-11-15,118627.0,1165,2448.0,7
2020-11-16,119633.0,1006,2455.0,7
2020-11-17,120671.0,1038,2459.0,4
2020-11-18,121818.0,1147,2470.0,11
2020-11-19,123003.0,1185,2484.0,14
2020-11-20,124243.0,1240,2501.0,17
2020-11-21,125822.0,1579,2515.0,14
2020-11-22,127164.0,1342,2531.0,16
2020-11-23,128173.0,1009,2548.0,17
2020-11-24,129188.0,1015,2567.0,19
2020-11-25,130461.0,1273,2584.0,17
2020-11-26,131525.0,1064,2597.0,13
2020-11-27,132961.0,1436,2614.0,17
2020-11-28,134331.0,1370,2632.0,18
2020-11-29,135762.0,1431,2652.0,20
2020-11-30,136861.0,1099,2671.0,19
2020-12-01,137919.0,1058,2689.0,18
2020-12-02,139085.0,1166,2710.0,21
2020-12-03,140238.0,1153,2734.0,24
2020-12-04,141270.0,1032,2757.0,23
2020-12-05,142630.0,1360,2779.0,22
2020-12-06,143961.0,1331,2799.0,20
2020-12-07,145427.0,1466,2823.0,24
2020-12-08,146601.0,1174,2842.0,19
2020-12-09,147838.0,1237,2860.0,18
2020-12-10,149018.0,1180,2880.0,20
2020-12-11,150250.0,1232,2902.0,22
2020-12-12,151201.0,951,2922.0,20
2020-12-13,152499.0,1298,2941.0,19
2020-12-14,154065.0,1566,2963.0,22
2020-12-15,155122.0,1057,2990.0,27
2020-12-16,156343.0,1221,3010.0,20
2020-12-17,158033.0,1690,3027.0,17
2020-12-18,159620.0,1587,3048.0,21
2020-12-19,161519.0,1899,3068.0,20
2020-12-20,163111.0,1592,3087.0,19
2020-12-21,164577.0,1466,3097.0,10
2020-12-22,165888.0,1311,3115.0,18
2020-12-23,167842.0,1954,3130.0,15
2020-12-24,169775.0,1933,3146.0,16
2020-12-25,171871.0,2096,3167.0,21
2020-12-26,173929.0,2058,3182.0,15
2020-12-27,175926.0,1997,3204.0,22
2020-12-28,177604.0,1678,3226.0,22
2020-12-29,179660.0,2056,3246.0,20
2020-12-30,181713.0,2053,3266.0,20
2020-12-31,183735.0,2022,3287.0,21
2021-01-01,185691.0,1956,3308.0,21
2021-01-02,187586.0,1895,3334.0,26
2021-01-03,189243.0,1657,3345.0,11
2021-01-04,191075.0,1832,3369.0,24
2021-01-05,192899.0,1824,3392.0,23
2021-01-06,195301.0,2402,3410.0,18
2021-01-07,197699.0,2398,3435.0,25
2021-01-08,200658.0,2959,3463.0,28
2021-01-09,203411.0,2753,3485.0,22
2021-01-10,206122.0,2711,3517.0,32
2021-01-11,208583.0,2461,3551.0,34
2021-01-12,211252.0,2669,3589.0,38
2021-01-13,214728.0,3476,3634.0,45
2021-01-14,217893.0,3165,3675.0,41
2021-01-15,220434.0,2541,3710.0,35
2021-01-16,223970.0,3536,3745.0,35
2021-01-17,227365.0,3395,3779.0,34
2021-01-18,229726.0,2361,3815.0,36
2021-01-19,232289.0,2563,3836.0,21
2021-01-20,236075.0,3786,3868.0,32
2021-01-21,239226.0,3151,3900.0,32
2021-01-22,243018.0,3792,3940.0,40
2021-01-23,246303.0,3285,3980.0,40
2021-01-24,249815.0,3512,4024.0,44
2021-01-25,252266.0,2451,4063.0,39
2021-01-26,254580.0,2314,4108.0,45
2021-01-27,256416.0,1836,4134.0,26
2021-01-28,259305.0,2889,4185.0,51
2021-01-29,262753.0,3448,4224.0,39
2021-01-30,266244.0,3491,4254.0,30
2021-01-31,269718.0,3474,4267.0,13
2021-02-01,273332.0,3614,4337.0,70
2021-02-02,276694.0,3362,4379.0,42
2021-02-03,280261.0,3567,4420.0,41
2021-02-04,283893.0,3632,4461.0,41
2021-02-05,287233.0,3340,4502.0,41
2021-02-06,289612.0,2379,4541.0,39
2021-02-07,293825.0,4213,4587.0,46
2021-02-08,296969.0,3144,4631.0,44
2021-02-09,300406.0,3437,4681.0,50
2021-02-10,303715.0,3309,4725.0,44
2021-02-11,306229.0,2514,4748.0,23
2021-02-12,310039.0,3810,4798.0,50
2021-02-13,313057.0,3018,4850.0,52
2021-02-14,315553.0,2496,4895.0,45
2021-02-15,317432.0,1879,4940.0,45
2021-02-16,319293.0,1861,4987.0,47
2021-02-17,320738.0,1445,5026.0,39
2021-02-18,321111.0,373,5044.0,18
2021-02-19,323031.0,1920,5081.0,37
2021-02-20,325903.0,2872,5121.0,40
2021-02-21,328623.0,2720,5172.0,51
2021-02-22,331094.0,2471,5206.0,34
2021-02-23,331876.0,782,5248.0,42
2021-02-24,332658.0,782,5301.0,53
2021-02-25,334239.0,1581,5346.0,45
2021-02-26,335900.0,1661,5385.0,39
2021-02-27,337637.0,1737,5439.0,54
2021-02-28,339735.0,2098,5478.0,39
2021-03-01,341793.0,2058,5528.0,50
2021-03-02,342371.0,578,5568.0,40
2021-03-03,343808.0,1437,5613.0,45
2021-03-04,345816.0,2008,5657.0,44
2021-03-05,346975.0,1159,5702.0,45
2021-03-06,348591.0,1616,5748.0,46
2021-03-07,350425.0,1834,5790.0,42
2021-03-08,352208.0,1783,5838.0,48
2021-03-09,353075.0,867,5883.0,45
2021-03-10,354115.0,1040,5923.0,40
2021-03-11,355869.0,1754,5943.0,20
2021-03-12,357742.0,1873,5969.0,26
2021-03-13,358776.0,1034,5991.0,22
2021-03-14,359980.0,1204,6026.0,35
2021-03-15,361535.0,1555,6038.0,12
2021-03-16,362370.0,835,6062.0,24
2021-03-17,363700.0,1330,6077.0,15
2021-03-18,365419.0,1719,6100.0,23
2021-03-19,367007.0,1588,6120.0,20
2021-03-20,368944.0,1937,6143.0,23
2021-03-21,370582.0,1638,6160.0,17
2021-03-22,372056.0,1474,6179.0,19
2021-03-23,372871.0,815,6206.0,27
2021-03-24,373761.0,890,6224.0,18
2021-03-25,375487.0,1726,6241.0,17
2021-03-26,376868.0,1381,6260.0,19
2021-03-27,378222.0,1354,6281.0,21
2021-03-28,379692.0,1470,6304.0,23
2021-03-29,380706.0,1014,6324.0,20
2021-03-30,381090.0,384,6327.0,3
2021-03-31,382055.0,965,6341.0,14
2021-04-01,383392.0,1337,6344.0,3
2021-04-02,384632.0,1240,6351.0,7
2021-04-03,385730.0,1098,6356.0,5
2021-04-04,386466.0,736,6360.0,4
2021-04-05,386989.0,523,6372.0,12
2021-04-06,387476.0,487,6379.0,7
2021-04-07,388338.0,862,6391.0,12
2021-04-08,389577.0,1239,6410.0,19
2021-04-09,390590.0,1013,6424.0,14
2021-04-10,391567.0,977,6435.0,11
2021-04-11,392598.0,1031,6450.0,15
2021-04-12,393290.0,692,6459.0,9
2021-04-13,394118.0,828,6482.0,23
2021-04-14,394779.0,661,6489.0,7
2021-04-15,396109.0,1330,6504.0,15
2021-04-16,397088.0,979,6513.0,9
2021-04-17,398125.0,1037,6520.0,7
2021-04-18,399075.0,950,6536.0,16
2021-04-19,400048.0,973,6558.0,22
2021-04-20,400508.0,460,6569.0,11
2021-04-21,401110.0,602,6587.0,18
2021-04-22,402376.0,1266,6596.0,9
2021-04-23,403260.0,884,6612.0,16
2021-04-24,404167.0,907,6623.0,11
2021-04-25,405063.0,896,6645.0,22
2021-04-26,405812.0,749,6660.0,15
2021-04-27,406205.0,393,6679.0,19
2021-04-28,406844.0,639,6690.0,11
2021-04-29,407831.0,987,6710.0,20
2021-04-30,408620.0,789,6733.0,23
2021-05-01,409546.0,926,6747.0,14
2021-05-02,410400.0,854,6767.0,20
2021-05-03,411157.0,757,6788.0,21
2021-05-04,411573.0,416,6807.0,19
2021-05-05,412418.0,845,6830.0,23
2021-05-06,413323.0,905,6850.0,20
2021-05-07,414106.0,783,6872.0,22
2021-05-08,414838.0,732,6896.0,24
2021-05-09,415647.0,809,6911.0,15
2021-05-10,416341.0,694,6933.0,22
2021-05-11,416747.0,406,6952.0,19
2021-05-12,417403.0,656,6973.0,21
2021-05-13,418188.0,785,6973.0,0
2021-05-14,418820.0,632,7003.0,30
2021-05-15,419047.0,227,7066.0,63
2021-05-16,419208.0,161,7082.0,16
2021-05-17,419629.0,421,7107.0,25
2021-05-18,419920.0,291,7130.0,23
2021-05-19,420459.0,539,7149.0,19
2021-05-20,421354.0,895,7169.0,20
2021-05-21,422210.0,856,7184.0,15
2021-05-22,423142.0,932,7196.0,12
2021-05-23,424009.0,867,7207.0,11
2021-05-24,424828.0,819,7225.0,18
2021-05-25,425212.0,384,7239.0,14
2021-05-26,425829.0,617,7250.0,11
2021-05-27,426769.0,940,7271.0,21
2021-05-28,427462.0,693,7288.0,17
2021-05-29,428269.0,807,7296.0,8
2021-05-30,429333.0,1064,7309.0,13
2021-05-31,430059.0,726,7327.0,18
2021-06-01,430578.0,519,7349.0,22
2021-06-02,431179.0,601,7361.0,12
2021-06-03,431893.0,714,7381.0,20
2021-06-04,432799.0,906,7402.0,21
2021-06-05,434116.0,1317,7423.0,21
2021-06-06,435135.0,1019,7438.0,15
2021-06-07,436332.0,1197,7457.0,19
2021-06-08,437087.0,755,7478.0,21
2021-06-09,438458.0,1371,7499.0,21
2021-06-10,440554.0,2096,7523.0,24
2021-06-11,442847.0,2293,7543.0,20
2021-06-12,445302.0,2455,7557.0,14
2021-06-13,448071.0,2769,7571.0,14
2021-06-14,450793.0,2722,7609.0,38
2021-06-15,452295.0,1502,7634.0,25
2021-06-16,454671.0,2376,7665.0,31
2021-06-17,458815.0,4144,7713.0,48
2021-06-18,463552.0,4737,7777.0,64
2021-06-19,468447.0,4895,7836.0,59
2021-06-20,474029.0,5582,7905.0,69
2021-06-21,479043.0,5014,7976.0,71
2021-06-22,482264.0,3221,8014.0,38
2021-06-23,486957.0,4693,8057.0,43
2021-06-24,494462.0,7505,8107.0,50
2021-06-25,501396.0,6934,8177.0,70
2021-06-26,510667.0,9271,8220.0,43
2021-06-27,520061.0,9394,8269.0,49
2021-06-28,528409.0,8348,8348.0,79
2021-06-29,535788.0,7379,8426.0,78
2021-06-30,543468.0,7680,8486.0,60
2021-07-01,551009.0,7541,8528.0,42
2021-07-02,560408.0,9399,8547.0,19
2021-07-03,570110.0,9702,8577.0,30
2021-07-04,580595.0,10485,8652.0,75
2021-07-05,591498.0,10903,8779.0,127
2021-07-06,600937.0,9439,8861.0,82
2021-07-07,610303.0,9366,9042.0,181
2021-07-08,623277.0,12974,9110.0,68
2021-07-09,636389.0,13112,9306.0,196
2021-07-10,649309.0,12920,9357.0,51
2021-07-11,662442.0,13133,9395.0,38
2021-07-12,677061.0,14619,9462.0,67
2021-07-13,689243.0,12182,9541.0,79
2021-07-14,701910.0,12667,9603.0,62
2021-07-15,714601.0,12691,9743.0,140
2021-07-16,727016.0,12415,9845.0,102
2021-07-17,737184.0,10168,9902.0,57
2021-07-18,746312.0,9128,10103.0,201
2021-07-19,751312.0,5000,10345.0,242
2021-07-20,757525.0,6213,10610.0,265
2021-07-21,763429.0,5904,10692.0,82
2021-07-22,770487.0,7058,10865.0,173
2021-07-23,778520.0,8033,11021.0,156
2021-07-24,786880.0,8360,11181.0,160
2021-07-25,792273.0,5393,11333.0,152
2021-07-26,794935.0,2662,11436.0,103
2021-07-27,798502.0,3567,11606.0,170
2021-07-28,804027.0,5525,11688.0,82
2021-07-29,807872.0,3845,11844.0,156
2021-07-30,811326.0,3454,11952.0,108
2021-07-31,814653.0,3327,12135.0,183
2021-08-01,817354.0,2701,12209.0,74
2021-08-02,818764.0,1410,12363.0,154
2021-08-03,820365.0,1601,12433.0,70
2021-08-04,823346.0,2981,12514.0,81
2021-08-05,825657.0,2311,12629.0,115
2021-08-06,827842.0,2185,12682.0,53
2021-08-07,829850.0,2008,12750.0,68
2021-08-08,831499.0,1649,12770.0,20
2021-08-09,832226.0,727,12783.0,13
2021-08-10,833651.0,1425,12824.0,41
2021-08-11,835609.0,1958,12866.0,42
2021-08-12,836687.0,1078,12908.0,42
2021-08-13,837897.0,1210,12976.0,68
2021-08-14,839260.0,1363,13005.0,29
2021-08-15,840442.0,1182,13022.0,17
2021-08-16,840955.0,513,13050.0,28
2021-08-17,841610.0,655,13074.0,24
2021-08-18,842639.0,1029,13087.0,13
2021-08-19,843370.0,731,13121.0,34
2021-08-20,844339.0,969,13132.0,11
2021-08-21,845230.0,891,13152.0,20
2021-08-22,845931.0,701,13173.0,21
2021-08-23,846416.0,485,13193.0,20
2021-08-24,846900.0,484,13203.0,10
2021-08-25,847689.0,789,13214.0,11
2021-08-26,848263.0,574,13216.0,2
2021-08-27,848901.0,638,13232.0,16
2021-08-28,849369.0,468,13242.0,10
2021-08-29,849843.0,474,13252.0,10
2021-08-30,850184.0,341,13261.0,9
2021-08-31,850583.0,399,13290.0,29
2021-09-01,851256.0,673,13302.0,12
2021-09-02,851686.0,430,13312.0,10
2021-09-03,852029.0,343,13322.0,10
2021-09-04,852389.0,360,13332.0,10
2021-09-05,852692.0,303,13342.0,10
2021-09-06,852909.0,217,13359.0,17
2021-09-07,853171.0,262,13372.0,13
2021-09-08,853599.0,428,13386.0,14
2021-09-09,853907.0,308,13399.0,13
2021-09-10,854168.0,261,13411.0,12
2021-09-11,854436.0,268,13431.0,20
2021-09-12,854742.0,306,13437.0,6
2021-09-13,854929.0,187,13443.0,6
2021-09-14,855119.0,190,13445.0,2
2021-09-15,855424.0,305,13455.0,10
2021-09-16,855600.0,176,13464.0,9
2021-09-17,855806.0,206,13469.0,5
2021-09-18,856006.0,200,13475.0,6
2021-09-19,856161.0,155,13479.0,4
2021-09-20,856252.0,91,13482.0,3
2021-09-21,856358.0,106,13486.0,4
2021-09-22,856585.0,227,13490.0,4
2021-09-23,856750.0,165,13493.0,3
2021-09-24,856931.0,181,13497.0,4
2021-09-25,857064.0,133,13500.0,3
2021-09-26,857232.0,168,13503.0,3
2021-09-27,857335.0,103,13507.0,4
2021-09-28,857439.0,104,13512.0,5
2021-09-29,857616.0,177,13516.0,4
2021-09-30,857765.0,149,13519.0,3
2021-10-01,857916.0,151,13524.0,5
2021-10-02,858071.0,155,13529.0,5
2021-10-03,858198.0,127,13534.0,5
2021-10-04,858347.0,149,13534.0,0
2021-10-05,858419.0,72,13538.0,4
2021-10-06,858622.0,203,13540.0,2
2021-10-07,858771.0,149,13541.0,1
2021-10-08,858921.0,150,13541.0,0
2021-10-09,859021.0,100,13543.0,2
2021-10-10,859161.0,140,13547.0,4
2021-10-11,859202.0,41,13549.0,2
2021-10-12,859345.0,143,13550.0,1
2021-10-13,859623.0,278,13550.0,0
2021-10-14,859736.0,113,13550.0,0
2021-10-15,859860.0,124,13550.0,0
2021-10-16,860014.0,154,13551.0,1
2021-10-17,860145.0,131,13551.0,0
2021-10-18,860252.0,107,13552.0,1
2021-10-19,860358.0,106,13552.0,0
2021-10-20,860461.0,103,13552.0,0
2021-10-21,860550.0,89,13553.0,1
2021-10-22,860633.0,83,13553.0,0
2021-10-23,860749.0,116,13555.0,2
2021-10-24,860880.0,131,13556.0,1
2021-10-25,860962.0,82,13557.0,1
2021-10-26,860999.0,37,13558.0,1
2021-10-27,861104.0,105,13559.0,1
2021-10-28,861235.0,131,13560.0,1
2021-10-29,861331.0,96,13560.0,0
2021-10-30,861427.0,96,13561.0,1
2021-10-31,861540.0,113,13562.0,1
2021-11-01,861623.0,83,13562.0,0
2021-11-02,861700.0,77,13562.0,0
2021-11-03,861832.0,132,13563.0,1
2021-11-04,861943.0,111,13564.0,1
2021-11-05,862061.0,118,13565.0,1
2021-11-06,862130.0,69,13566.0,1
2021-11-07,862247.0,117,13566.0,0
2021-11-08,862276.0,29,13566.0,0
2021-11-09,862370.0,94,13566.0,0
2021-11-10,862465.0,95,13566.0,0
2021-11-11,862572.0,107,13567.0,1
2021-11-12,862643.0,71,13567.0,0
2021-11-13,862697.0,54,13567.0,0
2021-11-14,862789.0,92,13568.0,1
2021-11-15,862825.0,36,13569.0,1
2021-11-16,862904.0,79,13569.0,0
2021-11-17,863034.0,130,13570.0,1
2021-11-18,863134.0,100,13571.0,1
2021-11-19,863231.0,97,13573.0,2
2021-11-20,863345.0,114,13574.0,1
2021-11-21,863456.0,111,13574.0,0
2021-11-22,863482.0,26,13574.0,0
2021-11-23,863551.0,69,13574.0,0
2021-11-24,863633.0,82,13575.0,1
2021-11-25,863687.0,54,13576.0,1
2021-11-26,863757.0,70,13576.0,0
2021-11-27,863811.0,54,13576.0,0
2021-11-28,863862.0,51,13576.0,0
2021-11-29,863903.0,41,13576.0,0
2021-11-30,863947.0,44,13576.0,0
2021-12-01,864017.0,70,13576.0,0
2021-12-02,864045.0,28,13576.0,0
2021-12-03,864087.0,42,13577.0,1
2021-12-04,864135.0,48,13578.0,1
2021-12-05,864178.0,43,13579.0,1
2021-12-06,864192.0,14,13581.0,2
2021-12-07,864223.0,31,13582.0,1
2021-12-08,864264.0,41,13583.0,1
2021-12-09,864300.0,36,13583.0,0
2021-12-10,864326.0,26,13583.0,0
2021-12-11,864358.0,32,13583.0,0
2021-12-12,864390.0,32,13583.0,0
2021-12-13,864406.0,16,13583.0,0
2021-12-14,864426.0,20,13583.0,0
2021-12-15,864449.0,23,13583.0,0
2021-12-16,864489.0,40,13583.0,0
2021-12-17,864527.0,38,13583.0,0
2021-12-18,864601.0,74,13583.0,0
2021-12-19,864644.0,43,13583.0,0
2021-12-20,864682.0,38,13584.0,1
