date,new_deaths,new_cases
2020-06-17,12,139
2020-06-18,4,128
2020-06-19,9,108
2020-06-20,6,44
2020-06-21,5,24
2020-06-22,5,40
2020-06-23,4,94
2020-06-24,6,63
2020-06-25,7,88
2020-06-26,1,77
2020-06-27,0,32
2020-06-28,3,11
2020-06-29,1,56
2020-06-30,3,91
2020-07-01,2,39
2020-07-02,0,63
2020-07-03,0,72
2020-07-04,1,20
2020-07-05,1,20
2020-07-06,0,40
2020-07-07,1,81
2020-07-08,1,65
2020-07-09,0,52
2020-07-10,0,94
2020-07-11,0,22
2020-07-12,0,17
2020-07-13,1,83
2020-07-14,1,157
2020-07-15,1,106
2020-07-16,0,107
2020-07-17,1,243
2020-07-18,0,88
2020-07-19,1,25
2020-07-20,1,116
2020-07-21,1,203
2020-07-22,1,187
2020-07-23,0,221
2020-07-24,1,467
2020-07-25,0,176
2020-07-26,0,79
2020-07-27,0,262
2020-07-28,0,497
2020-07-29,1,506
2020-07-30,0,718
2020-07-31,2,870
2020-08-01,1,282
2020-08-02,4,182
2020-08-03,1,486
2020-08-04,1,1129
2020-08-05,2,1067
2020-08-06,2,1252
2020-08-07,3,1701
2020-08-08,8,545
2020-08-09,2,353
2020-08-10,7,764
2020-08-11,3,2299
2020-08-12,7,2024
2020-08-13,8,2261
2020-08-14,9,3080
2020-08-15,7,807
2020-08-16,8,506
2020-08-17,6,1176
2020-08-18,10,3370
2020-08-19,8,3166
2020-08-20,11,2989
2020-08-21,9,4319
2020-08-22,10,1152
2020-08-23,16,713
2020-08-24,13,1371
2020-08-25,15,3978
2020-08-26,13,3413
2020-08-27,15,3403
2020-08-28,27,4563
2020-08-29,11,1082
2020-08-30,11,922
2020-08-31,21,1459
2020-09-01,11,4193
2020-09-02,24,3840
2020-09-03,28,3766
2020-09-04,28,5251
2020-09-05,11,1722
2020-09-06,16,1082
2020-09-07,25,1946
2020-09-08,23,5201
2020-09-09,27,5133
2020-09-10,24,4842
2020-09-11,29,6678
2020-09-12,38,2169
2020-09-13,28,1543
2020-09-14,29,2615
2020-09-15,33,6456
2020-09-16,27,5883
2020-09-17,31,5755
2020-09-18,39,7751
2020-09-19,46,1862
2020-09-20,37,1223
2020-09-21,40,2326
2020-09-22,41,5494
2020-09-23,40,5052
2020-09-24,55,4709
2020-09-25,43,5778
2020-09-26,46,1507
2020-09-27,37,985
2020-09-28,48,1963
2020-09-29,51,4632
2020-09-30,58,3812
2020-10-01,42,3323
2020-10-02,46,4127
2020-10-03,36,1105
2020-10-04,29,558
2020-10-05,48,2349
2020-10-06,41,3445
2020-10-07,40,3096
2020-10-08,41,3046
2020-10-09,43,3334
2020-10-10,38,820
2020-10-11,28,660
2020-10-12,28,656
2020-10-13,40,2935
2020-10-14,39,3149
2020-10-15,40,2837
2020-10-16,44,3155
2020-10-17,26,725
2020-10-18,31,540
2020-10-19,41,2557
2020-10-20,38,2879
2020-10-21,39,2787
2020-10-22,38,2467
2020-10-23,43,2850
2020-10-24,25,655
2020-10-25,37,522
2020-10-26,50,2394
2020-10-27,34,2746
2020-10-28,38,2379
2020-10-29,46,2292
2020-10-30,23,2668
2020-10-31,31,624
2020-11-01,32,532
2020-11-02,34,551
2020-11-03,39,2548
2020-11-04,46,2718
2020-11-05,36,2272
2020-11-06,32,2493
2020-11-07,21,640
2020-11-08,28,492
2020-11-09,26,1174
2020-11-10,37,2151
2020-11-11,35,2002
2020-11-12,25,1941
2020-11-13,37,2083
2020-11-14,27,443
2020-11-15,25,344
2020-11-16,27,1590
2020-11-17,26,1868
2020-11-18,16,1628
2020-11-19,30,1394
2020-11-20,35,1706
2020-11-21,11,408
2020-11-22,15,291
2020-11-23,35,1308
2020-11-24,16,1537
2020-11-25,24,1408
2020-11-26,23,1280
2020-11-27,31,1672
2020-11-28,6,401
2020-11-29,12,245
2020-11-30,20,1318
2020-12-01,15,1555
2020-12-02,16,1464
2020-12-03,14,1339
2020-12-04,11,1445
2020-12-05,26,391
2020-12-06,8,331
2020-12-07,22,523
2020-12-08,16,451
2020-12-09,17,1811
2020-12-10,14,2191
2020-12-11,23,2607
2020-12-12,19,624
2020-12-13,7,476
2020-12-14,14,2020
2020-12-15,22,2473
2020-12-16,5,2414
2020-12-17,24,2143
2020-12-18,13,2534
2020-12-19,17,772
2020-12-20,14,572
2020-12-21,17,2326
2020-12-22,15,2790
2020-12-23,26,3188
2020-12-24,9,958
2020-12-25,13,492
2020-12-26,17,874
2020-12-27,25,794
2020-12-28,21,3277
2020-12-29,17,4150
2020-12-30,25,4823
2020-12-31,15,1348
2021-01-01,13,714
2021-01-02,15,1292
2021-01-03,12,1154
2021-01-04,24,4695
2021-01-05,38,7350
2021-01-06,18,1503
2021-01-07,32,4636
2021-01-08,30,6328
2021-01-09,19,485
2021-01-10,32,524
2021-01-11,27,4458
2021-01-12,24,4616
2021-01-13,32,5526
2021-01-14,29,5826
2021-01-15,49,6651
2021-01-16,44,1645
2021-01-17,35,1250
2021-01-18,51,5834
2021-01-19,54,7862
2021-01-20,60,6508
2021-01-21,59,6059
2021-01-22,57,7348
2021-01-23,48,1711
2021-01-24,49,1152
2021-01-25,62,5660
2021-01-26,72,6649
2021-01-27,61,5932
2021-01-28,66,5519
2021-01-29,69,6103
2021-01-30,61,1375
2021-01-31,57,899
2021-02-01,60,4206
2021-02-02,54,5081
2021-02-03,70,4355
2021-02-04,58,3867
2021-02-05,50,4391
2021-02-06,49,951
2021-02-07,53,528
2021-02-08,53,2911
2021-02-09,55,3458
2021-02-10,43,2901
2021-02-11,52,2424
2021-02-12,43,2788
2021-02-13,43,619
2021-02-14,38,403
2021-02-15,51,2125
2021-02-16,50,2348
2021-02-17,40,2021
2021-02-18,31,1858
2021-02-19,48,2000
2021-02-20,25,484
2021-02-21,25,413
2021-02-22,42,1560
2021-02-23,22,1895
2021-02-24,26,1599
2021-02-25,27,1374
2021-02-26,24,1623
2021-02-27,23,503
2021-02-28,26,318
2021-03-01,27,1389
2021-03-02,23,1488
2021-03-03,30,1466
2021-03-04,26,1326
2021-03-05,24,1581
2021-03-06,18,406
2021-03-07,22,295
2021-03-08,27,1301
2021-03-09,25,1542
2021-03-10,24,1393
2021-03-11,18,1321
2021-03-12,25,1649
2021-03-13,18,434
2021-03-14,11,309
2021-03-15,25,1364
2021-03-16,26,1634
2021-03-17,20,1580
2021-03-18,16,1846
2021-03-19,14,451
2021-03-20,13,515
2021-03-21,12,392
2021-03-22,17,1682
2021-03-23,25,2080
2021-03-24,17,1945
2021-03-25,11,1916
2021-03-26,15,2161
2021-03-27,16,666
2021-03-28,15,488
2021-03-29,19,1872
2021-03-30,20,2226
2021-03-31,22,2695
2021-04-01,16,737
2021-04-02,14,691
2021-04-03,13,908
2021-04-04,11,683
2021-04-05,26,2554
2021-04-06,22,2953
2021-04-07,17,2694
2021-04-08,14,2445
2021-04-09,18,2832
2021-04-10,23,705
2021-04-11,9,618
2021-04-12,35,2239
2021-04-13,12,2717
2021-04-14,17,2536
2021-04-15,19,2383
2021-04-16,14,2813
2021-04-17,15,854
2021-04-18,13,624
2021-04-19,29,2371
2021-04-20,20,2760
2021-04-21,19,2436
2021-04-22,14,2379
2021-04-23,25,2774
2021-04-24,14,673
2021-04-25,13,504
2021-04-26,19,2158
2021-04-27,19,2522
2021-04-28,16,2275
2021-04-29,18,2103
2021-04-30,14,2362
2021-05-01,9,544
2021-05-02,14,483
2021-05-03,18,556
2021-05-04,19,1684
2021-05-05,12,2089
2021-05-06,17,1869
2021-05-07,21,2099
2021-05-08,9,475
2021-05-09,8,363
2021-05-10,15,1402
2021-05-11,12,1507
2021-05-12,18,1445
2021-05-13,12,1271
2021-05-14,10,1533
2021-05-15,4,366
2021-05-16,10,341
2021-05-17,4,1268
2021-05-18,10,1450
2021-05-19,19,1248
2021-05-20,8,1151
2021-05-21,12,1392
2021-05-22,13,328
2021-05-23,11,273
2021-05-24,11,1020
2021-05-25,7,1172
2021-05-26,5,1032
2021-05-27,7,997
2021-05-28,5,1101
2021-05-29,4,287
2021-05-30,10,249
2021-05-31,11,881
2021-06-01,5,886
2021-06-02,6,851
2021-06-03,7,742
2021-06-04,7,729
2021-06-05,5,257
2021-06-06,5,132
2021-06-07,3,627
2021-06-08,7,673
2021-06-09,3,599
2021-06-10,4,475
2021-06-11,3,609
2021-06-12,3,162
2021-06-13,3,123
2021-06-14,7,483
2021-06-15,2,567
2021-06-16,5,458
2021-06-17,5,401
2021-06-18,6,463
2021-06-19,1,163
2021-06-20,4,168
2021-06-21,4,496
2021-06-22,4,521
2021-06-23,2,552
2021-06-24,2,537
2021-06-25,4,648
2021-06-26,1,217
2021-06-27,4,176
2021-06-28,2,654
2021-06-29,2,843
2021-06-30,2,888
2021-07-01,3,897
2021-07-02,1,1076
2021-07-03,4,445
2021-07-04,1,391
2021-07-05,3,1246
2021-07-06,0,1876
2021-07-07,1,1984
2021-07-08,1,2221
2021-07-09,2,2546
2021-07-10,1,1142
2021-07-11,1,1066
2021-07-12,3,3067
2021-07-13,1,3849
2021-07-14,1,4255
2021-07-15,3,4198
2021-07-16,5,4781
2021-07-17,1,1936
2021-07-18,4,1622
2021-07-19,2,4572
2021-07-20,3,5324
2021-07-21,5,5230
2021-07-22,1,4943
2021-07-23,5,5539
2021-07-24,4,1781
2021-07-25,6,1351
2021-07-26,6,4564
2021-07-27,8,5239
2021-07-28,9,5004
2021-07-29,10,4557
2021-07-30,8,4973
2021-07-31,10,1317
2021-08-01,9,981
2021-08-02,10,3417
2021-08-03,20,3894
2021-08-04,12,3408
2021-08-05,18,3016
2021-08-06,18,3483
2021-08-07,9,902
2021-08-08,9,663
2021-08-09,19,2560
2021-08-10,13,3064
2021-08-11,15,2479
2021-08-12,17,2240
2021-08-13,15,2514
2021-08-14,14,562
2021-08-15,18,521
2021-08-16,18,1928
2021-08-17,19,2053
2021-08-18,17,1977
2021-08-19,13,1651
2021-08-20,17,1949
2021-08-21,11,481
2021-08-22,8,385
2021-08-23,18,1593
2021-08-24,17,1694
2021-08-25,16,1553
2021-08-26,14,1369
2021-08-27,17,1481
2021-08-28,10,401
2021-08-29,20,291
2021-08-30,16,1114
2021-08-31,18,1298
2021-09-01,17,1039
2021-09-02,9,856
2021-09-03,13,978
2021-09-04,10,242
2021-09-05,12,213
2021-09-06,9,706
2021-09-07,8,857
2021-09-08,9,678
2021-09-09,14,535
2021-09-10,7,682
2021-09-11,1,152
2021-09-12,12,122
2021-09-13,5,569
2021-09-14,2,545
2021-09-15,7,512
2021-09-16,11,503
2021-09-17,7,542
2021-09-18,6,128
2021-09-19,11,107
2021-09-20,3,437
2021-09-21,5,453
2021-09-22,2,426
2021-09-23,2,370
2021-09-24,5,465
2021-09-25,3,104
2021-09-26,1,90
2021-09-27,2,390
2021-09-28,4,357
2021-09-29,3,332
2021-09-30,4,288
2021-10-01,5,327
2021-10-02,6,85
2021-10-03,3,75
2021-10-04,0,323
2021-10-05,1,346
2021-10-06,5,277
2021-10-07,6,278
2021-10-08,2,318
2021-10-09,3,90
2021-10-10,1,59
2021-10-11,3,368
2021-10-12,3,75
2021-10-13,2,310
2021-10-14,0,314
2021-10-15,5,355
2021-10-16,2,98
2021-10-17,0,93
2021-10-18,4,347
2021-10-19,2,404
2021-10-20,2,388
2021-10-21,1,336
2021-10-22,1,373
2021-10-23,4,108
2021-10-24,1,85
2021-10-25,6,292
2021-10-26,3,360
2021-10-27,3,358
2021-10-28,1,338
2021-10-29,0,443
2021-10-30,5,115
2021-10-31,1,96
2021-11-01,0,120
2021-11-02,5,467
2021-11-03,3,512
2021-11-04,0,462
2021-11-05,3,518
2021-11-06,2,148
2021-11-07,0,115
2021-11-08,3,531
2021-11-09,4,358
2021-11-10,3,552
2021-11-11,5,602
2021-11-12,3,734
2021-11-13,2,182
2021-11-14,1,143
2021-11-15,2,706
2021-11-16,4,763
2021-11-17,4,798
2021-11-18,1,780
2021-11-19,1,996
2021-11-20,0,206
2021-11-21,1,202
2021-11-22,2,885
2021-11-23,1,1051
2021-11-24,0,1022
2021-11-25,3,904
2021-11-26,2,1278
2021-11-27,0,279
2021-11-28,1,243
2021-11-29,3,1203
2021-11-30,3,1463
2021-12-01,2,1375
2021-12-02,5,1414
2021-12-03,3,1903
2021-12-04,2,423
2021-12-05,5,300
2021-12-06,4,379
2021-12-07,5,2099
2021-12-08,3,653
2021-12-09,3,2470
2021-12-10,3,3500
2021-12-11,1,1006
2021-12-12,0,784
2021-12-13,7,4152
2021-12-14,6,6214
2021-12-15,4,7988
2021-12-16,5,8167
2021-12-17,5,10127
2021-12-18,7,3819
2021-12-19,2,3376
2021-12-20,4,14579
2021-12-21,10,20654
2021-12-22,4,22363
2021-12-23,5,24148
2021-12-24,4,8849
2021-12-25,3,5715
2021-12-26,4,8448
2021-12-27,11,24007
2021-12-28,6,25017
2021-12-29,8,24222
2021-12-30,5,22509
2021-12-31,2,7176
2022-01-01,5,4097
2022-01-02,2,6617
2022-01-03,10,20219
2022-01-04,8,20640
2022-01-05,9,19632
2022-01-06,11,5524
2022-01-07,16,19030
2022-01-08,7,6132
2022-01-09,8,7131
2022-01-10,9,20823
2022-01-11,14,18235
2022-01-12,21,16729
2022-01-13,17,14685
2022-01-14,20,14035
2022-01-15,18,4004
2022-01-16,23,3983
2022-01-17,27,14705
2022-01-18,21,12828
2022-01-19,20,12055
2022-01-20,18,10847
2022-01-21,24,10870
2022-01-22,19,3110
2022-01-23,13,2876
2022-01-24,27,11241
2022-01-25,25,9922
2022-01-26,24,9161
2022-01-27,17,8032
2022-01-28,24,7638
2022-01-29,18,1970
2022-01-30,22,1743
2022-01-31,25,7539
2022-02-01,22,6566
2022-02-02,23,6956
2022-02-03,18,6647
2022-02-04,20,6720
2022-02-05,24,1282
2022-02-06,16,985
2022-02-07,13,6765
2022-02-08,14,5426
2022-02-09,24,4737
2022-02-10,15,3976
2022-02-11,18,3725
2022-02-12,11,714
2022-02-13,17,632
2022-02-14,5,4043
2022-02-15,14,3162
2022-02-16,8,2754
2022-02-17,11,2379
2022-02-18,9,2164
2022-02-19,12,508
2022-02-20,10,415
2022-02-21,6,2480
2022-02-22,11,1934
2022-02-23,13,1679
2022-02-24,0,1435
2022-02-25,5,1374
2022-02-26,4,377
2022-02-27,2,323
2022-02-28,10,1817
2022-03-01,8,1494
2022-03-02,6,1580
2022-03-03,4,1426
2022-03-04,5,1388
2022-03-05,4,285
2022-03-06,6,255
2022-03-07,3,1644
2022-03-08,5,1414
2022-03-09,2,1405
2022-03-10,4,1271
2022-03-11,5,1213
2022-03-12,4,320
2022-03-13,5,318
2022-03-14,2,1681
2022-03-15,2,1617
2022-03-16,2,1744
2022-03-17,4,1510
2022-03-18,1,1608
2022-03-19,1,352
2022-03-20,2,271
2022-03-21,2,2059
2022-03-22,5,1913
2022-03-23,4,1701
2022-03-24,1,1425
2022-03-25,0,1307
2022-03-26,0,330
2022-03-27,2,221
2022-03-28,0,1264
2022-03-29,3,951
2022-03-30,2,964
2022-03-31,0,907
2022-04-01,0,980
2022-04-02,0,261
2022-04-03,2,222
2022-04-04,1,1218
2022-04-05,0,1008
2022-04-06,5,1094
2022-04-07,1,1040
2022-04-08,2,1027
2022-04-09,3,303
2022-04-10,0,251
2022-04-11,2,1351
2022-04-12,1,1031
2022-04-13,3,1126
2022-04-14,7,302
2022-04-15,2,373
2022-04-16,1,378
2022-04-17,2,373
2022-04-18,0,2055
2022-04-19,3,1908
2022-04-20,0,1785
2022-04-21,3,1556
2022-04-22,2,1582
2022-04-23,2,433
2022-04-24,3,357
2022-04-25,0,2394
2022-04-26,4,2011
2022-04-27,1,2148
2022-04-28,4,2098
2022-04-29,2,2128
2022-04-30,0,495
2022-05-01,2,530
2022-05-02,1,644
2022-05-03,3,3422
2022-05-04,2,2920
2022-05-05,6,2777
2022-05-06,4,2795
2022-05-07,0,707
2022-05-08,1,671
2022-05-09,4,3779
2022-05-10,2,3238
2022-05-11,4,3290
2022-05-12,5,2973
2022-05-13,0,2818
2022-05-14,2,695
2022-05-15,2,619
2022-05-16,5,1845
2022-05-17,0,3674
2022-05-18,2,3320
2022-05-19,2,2826
2022-05-20,2,2721
2022-05-21,3,699
2022-05-22,8,546
2022-05-23,3,3600
2022-05-24,3,2724
2022-05-25,3,2588
2022-05-26,6,2325
2022-05-27,1,2453
2022-05-28,6,672
2022-05-29,5,634
2022-05-30,2,3568
2022-05-31,6,3041
2022-06-01,7,2994
2022-06-02,3,2799
2022-06-03,2,2778
2022-06-04,3,669
2022-06-05,2,612
2022-06-06,5,4025
2022-06-07,1,3264
2022-06-08,3,3195
2022-06-09,1,2737
2022-06-10,1,2660
2022-06-11,0,489
2022-06-12,0,418
2022-06-13,0,24
